,chr_nr,start,stop
200,chr1,2411105,2411423
201,chr1,2415178,2415525
202,chr1,2433628,2434084
203,chr1,2435021,2435276
204,chr1,2435534,2435847
205,chr1,2439777,2440041
206,chr1,2440106,2440497
207,chr1,2445335,2445667
208,chr1,2449902,2450225
209,chr1,2451197,2451570
210,chr1,2452775,2453026
211,chr1,2457221,2458278
212,chr1,2460740,2462029
213,chr1,2466914,2467231
214,chr1,2472075,2472605
215,chr1,2477543,2478382
216,chr1,2517377,2518911
217,chr1,2527219,2527522
218,chr1,2537651,2537905
219,chr1,2559872,2561074
220,chr1,2574010,2574883
221,chr1,2706005,2706980
222,chr1,2716721,2717252
223,chr1,2772106,2772684
224,chr1,2777137,2777380
225,chr1,2827765,2828313
226,chr1,2847036,2847307
227,chr1,2850645,2850892
228,chr1,2876525,2876827
229,chr1,2885042,2885303
230,chr1,2886569,2886942
231,chr1,2918477,2918772
232,chr1,2929135,2929395
233,chr1,2938613,2939062
234,chr1,2979255,2980777
235,chr1,2983905,2987981
236,chr1,2990010,2990737
237,chr1,2997252,2997492
238,chr1,2999707,2999997
239,chr1,3028159,3028576
240,chr1,3038047,3038362
241,chr1,3056521,3056791
242,chr1,3059030,3059287
243,chr1,3071879,3072258
244,chr1,3080914,3081311
245,chr1,3102520,3103371
246,chr1,3104936,3105272
247,chr1,3111559,3111928
248,chr1,3147825,3148100
249,chr1,3155140,3155380
250,chr1,3157489,3158319
251,chr1,3163949,3164662
252,chr1,3182801,3183235
253,chr1,3184526,3184843
254,chr1,3195356,3196071
255,chr1,3203745,3204472
256,chr1,3239895,3240280
257,chr1,3275009,3275303
258,chr1,3307049,3307304
259,chr1,3310082,3311054
260,chr1,3321249,3322329
261,chr1,3327971,3329443
262,chr1,3331020,3331298
263,chr1,3331966,3332246
264,chr1,3341992,3342825
265,chr1,3351345,3351651
266,chr1,3370885,3371702
267,chr1,3394681,3395210
268,chr1,3425556,3425816
269,chr1,3426341,3426589
270,chr1,3427335,3427702
271,chr1,3435968,3436269
272,chr1,3447429,3447969
273,chr1,3459854,3460288
274,chr1,3499882,3500489
275,chr1,3511689,3512137
276,chr1,3527599,3528097
277,chr1,3528313,3528702
278,chr1,3540747,3542260
279,chr1,3556943,3557220
280,chr1,3559932,3561028
281,chr1,3566425,3569655
282,chr1,3607076,3607572
283,chr1,3623298,3623540
284,chr1,3634613,3635120
285,chr1,3649274,3649693
286,chr1,3662943,3664104
287,chr1,3688533,3689703
288,chr1,3703652,3703927
289,chr1,3712378,3713253
290,chr1,3731438,3732034
291,chr1,3773167,3774484
292,chr1,3775057,3775388
293,chr1,3790844,3791630
294,chr1,3808470,3809255
295,chr1,3816336,3818103
296,chr1,3824199,3824475
297,chr1,4192613,4193262
298,chr1,4221367,4221691
299,chr1,4713969,4716574
300,chr1,4726556,4726886
301,chr1,4771632,4772564
302,chr1,4832331,4832572
303,chr1,5772036,5772532
304,chr1,5793537,5793803
305,chr1,5937137,5937411
306,chr1,5950804,5951048
307,chr1,6051575,6052974
308,chr1,6086224,6086513
309,chr1,6111589,6111855
310,chr1,6131615,6132004
311,chr1,6187723,6188254
312,chr1,6188853,6189139
313,chr1,6202098,6202378
314,chr1,6208696,6209058
315,chr1,6239217,6240833
316,chr1,6241011,6241270
317,chr1,6259158,6259902
318,chr1,6265805,6266797
319,chr1,6268800,6269607
320,chr1,6295508,6296280
321,chr1,6301675,6302875
322,chr1,6305128,6306482
323,chr1,6309143,6310111
324,chr1,6313741,6314158
325,chr1,6320117,6320961
326,chr1,6339928,6340287
327,chr1,6341116,6341431
328,chr1,6452794,6454204
329,chr1,6479037,6480957
330,chr1,6484483,6485346
331,chr1,6500148,6501149
332,chr1,6507187,6509205
333,chr1,6511669,6512129
334,chr1,6514088,6516344
335,chr1,6520564,6521974
336,chr1,6525976,6526247
337,chr1,6530516,6531833
338,chr1,6545123,6545578
339,chr1,6550063,6551134
340,chr1,6557541,6557891
341,chr1,6614116,6614854
342,chr1,6639407,6640380
343,chr1,6653377,6653693
344,chr1,6659105,6659524
345,chr1,6661756,6663863
346,chr1,6672766,6675760
347,chr1,6685051,6685710
348,chr1,6761275,6762150
349,chr1,6844293,6846385
350,chr1,7021981,7022327
351,chr1,7122499,7122746
352,chr1,7723380,7725194
353,chr1,7740123,7741136
354,chr1,7764573,7765875
355,chr1,7831358,7831865
356,chr1,7843440,7843712
357,chr1,7843895,7845123
358,chr1,7887178,7887495
359,chr1,8002388,8002718
360,chr1,8013973,8014670
361,chr1,8021281,8022245
362,chr1,8085534,8086873
363,chr1,8271976,8272221
364,chr1,8277175,8277841
365,chr1,8377764,8378466
366,chr1,8384367,8384738
367,chr1,8385875,8386187
368,chr1,8390182,8390819
369,chr1,8395323,8395654
370,chr1,8403677,8404121
371,chr1,8418302,8418876
372,chr1,8483369,8484358
373,chr1,8762985,8763568
374,chr1,8876992,8877302
375,chr1,8877578,8878111
376,chr1,8938078,8939428
377,chr1,9099260,9100532
378,chr1,9131582,9131928
379,chr1,9188483,9189762
380,chr1,9242147,9243846
381,chr1,9258545,9258975
382,chr1,9294381,9295137
383,chr1,9324182,9324458
384,chr1,9324667,9325035
385,chr1,9416106,9416423
386,chr1,9427487,9427753
387,chr1,9488917,9489268
388,chr1,9555359,9555671
389,chr1,9599330,9600463
390,chr1,9648566,9649536
391,chr1,9670597,9670887
392,chr1,9687105,9687386
393,chr1,9711760,9713020
394,chr1,9749275,9750247
395,chr1,9775688,9776016
396,chr1,9790272,9790723
397,chr1,9791138,9791505
398,chr1,9822556,9822836
399,chr1,9882991,9884686
400,chr1,9969825,9970082
401,chr1,9970564,9970809
402,chr1,10003145,10003604
403,chr1,10057101,10058127
404,chr1,10092512,10093423
405,chr1,10269995,10271325
406,chr1,10386163,10386409
407,chr1,10458528,10460016
408,chr1,10490180,10491091
409,chr1,10532157,10532819
410,chr1,10534898,10535191
411,chr1,10698279,10698929
412,chr1,10699374,10700117
413,chr1,10702116,10702359
414,chr1,10707790,10708159
415,chr1,10713818,10714222
416,chr1,10714381,10714727
417,chr1,10719847,10720600
418,chr1,10725167,10725636
419,chr1,10753753,10754195
420,chr1,10755206,10755540
421,chr1,10757871,10758271
422,chr1,10764429,10764944
423,chr1,10853874,10856983
424,chr1,10895875,10896136
425,chr1,11072299,11073264
426,chr1,11119010,11120653
427,chr1,11159367,11160155
428,chr1,11322238,11323055
429,chr1,11333239,11333566
430,chr1,11538649,11540361
431,chr1,11561346,11562175
432,chr1,11589818,11590063
433,chr1,11596362,11596641
434,chr1,11708747,11709296
435,chr1,11710439,11710807
436,chr1,11714197,11715323
437,chr1,11724093,11724904
438,chr1,11740808,11741736
439,chr1,11750681,11752670
440,chr1,11779546,11780035
441,chr1,11795955,11796282
442,chr1,11822119,11822382
443,chr1,11865442,11866585
444,chr1,11898373,11898751
445,chr1,11919095,11919574
446,chr1,11985623,11986653
447,chr1,11994674,11994988
448,chr1,12040093,12040812
449,chr1,12079231,12079922
450,chr1,12123468,12124167
451,chr1,12226856,12227731
452,chr1,12251757,12252004
453,chr1,12289934,12290604
454,chr1,12290935,12291218
455,chr1,12600327,12600575
456,chr1,12655906,12656267
457,chr1,12676963,12678661
458,chr1,13839485,13840632
459,chr1,13881390,13881631
460,chr1,13909586,13909861
461,chr1,13910117,13910887
462,chr1,14026461,14027219
463,chr1,14075247,14076477
464,chr1,14219330,14219756
465,chr1,14924590,14926012
466,chr1,15127563,15127888
467,chr1,15250353,15251564
468,chr1,15375043,15375432
469,chr1,15479199,15481490
470,chr1,15541161,15541466
471,chr1,15573600,15573972
472,chr1,15736013,15737247
473,chr1,15850473,15850718
474,chr1,15851086,15851600
475,chr1,15853088,15853682
476,chr1,15911068,15911627
477,chr1,15929803,15930308
478,chr1,15943801,15944375
479,chr1,16011246,16011521
480,chr1,16053596,16053994
481,chr1,16058277,16058524
482,chr1,16070608,16070872
483,chr1,16073298,16073540
484,chr1,16085127,16085881
485,chr1,16161240,16162899
486,chr1,16163732,16164142
487,chr1,16173869,16175415
488,chr1,16175809,16176136
489,chr1,16260850,16261174
490,chr1,16269880,16270278
491,chr1,16270571,16271601
492,chr1,16301882,16302691
493,chr1,16399628,16400091
494,chr1,16464356,16464640
495,chr1,16475091,16475343
496,chr1,16481464,16482801
497,chr1,16494041,16494524
498,chr1,16532897,16534599
499,chr1,16543663,16544326
500,chr1,16553306,16553679
501,chr1,16563524,16563818
502,chr1,16678554,16679211
503,chr1,16693601,16694289
504,chr1,16766978,16767822
505,chr1,16810585,16810976
506,chr1,16825118,16826396
507,chr1,16840764,16841047
508,chr1,16847260,16847911
509,chr1,16860853,16862315
510,chr1,16874381,16874832
511,chr1,16939436,16940473
512,chr1,16970835,16971511
513,chr1,16973465,16975064
514,chr1,16984757,16985072
515,chr1,16993431,16993709
516,chr1,17006722,17007170
517,chr1,17018663,17020978
518,chr1,17022966,17023303
519,chr1,17025903,17027961
520,chr1,17033748,17034747
521,chr1,17051471,17051910
522,chr1,17066743,17067021
523,chr1,17075384,17075699
524,chr1,17085391,17086993
525,chr1,17186091,17186542
526,chr1,17197541,17197868
527,chr1,17198606,17200068
528,chr1,17215401,17216113
529,chr1,17222207,17222485
530,chr1,17231278,17231699
531,chr1,17240018,17240989
532,chr1,17281798,17282075
533,chr1,17287270,17287703
534,chr1,17292884,17293134
535,chr1,17306531,17307382
536,chr1,17331865,17332112
537,chr1,17337809,17338609
538,chr1,17380436,17380741
539,chr1,17445631,17446107
540,chr1,17475682,17476094
541,chr1,17734415,17734664
542,chr1,17746180,17746566
543,chr1,17764052,17765830
544,chr1,17865843,17866649
545,chr1,17949432,17949689
546,chr1,18023461,18023811
547,chr1,18152358,18152861
548,chr1,18434085,18434832
549,chr1,18435546,18435923
550,chr1,18436531,18437692
551,chr1,18691854,18692100
552,chr1,18703275,18703515
553,chr1,18808853,18809686
554,chr1,18956875,18959848
555,chr1,18962822,18963500
556,chr1,18964160,18964420
557,chr1,18967231,18968138
558,chr1,18969528,18970758
559,chr1,18971709,18972116
560,chr1,18973008,18973323
561,chr1,19043370,19043847
562,chr1,19110700,19110951
563,chr1,19180925,19181488
564,chr1,19203854,19204253
565,chr1,19209606,19209933
566,chr1,19228808,19229653
567,chr1,19281928,19283902
568,chr1,19536131,19537065
569,chr1,19577864,19578727
570,chr1,19600229,19600961
571,chr1,19614978,19615679
572,chr1,19638187,19639328
573,chr1,19664990,19665295
574,chr1,19811683,19812663
575,chr1,19923321,19924021
576,chr1,19970235,19971942
577,chr1,19991126,19992807
578,chr1,20005490,20005884
579,chr1,20126009,20126799
580,chr1,20208787,20209481
581,chr1,20512340,20512816
582,chr1,20569435,20569836
583,chr1,20669546,20670037
584,chr1,20692562,20693553
585,chr1,20810442,20813530
586,chr1,20834396,20834902
587,chr1,20878874,20880611
588,chr1,20960025,20960570
589,chr1,20987496,20988257
590,chr1,21022919,21023208
591,chr1,21030988,21031388
592,chr1,21043812,21044790
593,chr1,21057986,21059385
594,chr1,21112688,21114140
595,chr1,21503095,21503855
596,chr1,21551554,21551950
597,chr1,21616360,21617120
598,chr1,21671340,21672338
599,chr1,21754777,21756014
600,chr1,21763050,21763435
601,chr1,21766252,21767243
602,chr1,21786425,21786732
603,chr1,21835528,21836363
604,chr1,21930159,21930399
605,chr1,21948654,21949282
606,chr1,21978081,21978783
607,chr1,21985683,21986121
608,chr1,21995043,21995933
609,chr1,21996141,21996428
610,chr1,22109109,22110280
611,chr1,22140871,22141426
612,chr1,22149663,22149916
613,chr1,22155280,22155584
614,chr1,22191329,22191611
615,chr1,22210972,22211337
616,chr1,22213882,22214138
617,chr1,22351897,22352213
618,chr1,22378989,22380048
619,chr1,22446500,22446962
620,chr1,22456003,22456244
621,chr1,22468892,22470271
622,chr1,22612194,22612437
623,chr1,22668618,22668881
624,chr1,22778216,22778836
625,chr1,22889575,22890115
626,chr1,22902782,22903432
627,chr1,22919753,22920226
628,chr1,22927125,22927561
629,chr1,22974030,22974322
630,chr1,23003396,23003850
631,chr1,23036803,23038381
632,chr1,23110884,23111586
633,chr1,23279533,23280588
634,chr1,23345794,23346696
635,chr1,23504039,23504652
636,chr1,23543357,23544256
637,chr1,23670225,23671382
638,chr1,23694670,23696069
639,chr1,23750488,23751682
640,chr1,23763134,23763990
641,chr1,23809957,23810712
642,chr1,23857013,23858108
643,chr1,23880997,23881774
644,chr1,23884822,23885106
645,chr1,23885662,23886231
646,chr1,23894620,23895083
647,chr1,23945921,23946314
648,chr1,24018335,24018586
649,chr1,24069675,24070634
650,chr1,24104482,24105282
651,chr1,24117462,24117843
652,chr1,24126779,24127568
653,chr1,24194234,24195009
654,chr1,24229095,24229556
655,chr1,24285765,24286720
656,chr1,24306343,24307036
657,chr1,24513520,24514496
658,chr1,24648182,24649004
659,chr1,24739837,24740281
660,chr1,24742651,24743058
661,chr1,24828845,24829897
662,chr1,24861682,24861939
663,chr1,24969007,24970215
664,chr1,25071332,25072605
665,chr1,25174540,25175386
666,chr1,25228476,25229151
667,chr1,25234408,25234826
668,chr1,25255507,25259024
669,chr1,25558543,25559197
670,chr1,25566439,25566730
671,chr1,25572946,25574540
672,chr1,25593257,25593697
673,chr1,25593937,25594506
674,chr1,25663586,25664026
675,chr1,25664266,25665417
676,chr1,25756450,25758134
677,chr1,25869873,25871061
678,chr1,25942641,25943210
679,chr1,25944079,25944791
680,chr1,26097884,26098126
681,chr1,26146102,26147368
682,chr1,26185452,26186375
683,chr1,26201702,26202535
684,chr1,26231930,26233643
685,chr1,26249185,26249632
686,chr1,26324529,26324953
687,chr1,26361573,26362727
688,chr1,26372261,26373332
689,chr1,26437299,26438936
690,chr1,26487787,26488625
691,chr1,26490502,26491034
692,chr1,26496159,26496843
693,chr1,26551497,26552213
694,chr1,26560429,26561047
695,chr1,26606342,26606932
696,chr1,26632816,26633335
697,chr1,26662518,26663485
698,chr1,26672425,26672669
699,chr1,26686496,26687300
700,chr1,26737226,26738167
701,chr1,26758472,26758875
702,chr1,26798346,26799861
703,chr1,26826656,26827493
704,chr1,26856171,26856703
705,chr1,26946824,26948095
706,chr1,27021813,27024120
707,chr1,27114098,27114711
708,chr1,27143720,27143972
709,chr1,27153013,27153262
710,chr1,27189892,27190147
711,chr1,27191046,27191930
712,chr1,27216141,27217064
713,chr1,27226472,27227028
714,chr1,27248028,27248638
715,chr1,27286045,27287120
716,chr1,27320107,27321165
717,chr1,27332573,27333001
718,chr1,27338859,27339460
719,chr1,27481325,27481761
720,chr1,27527864,27528104
721,chr1,27560685,27561726
722,chr1,27648433,27649025
723,chr1,27675899,27678035
724,chr1,27683257,27683609
725,chr1,27687004,27687762
726,chr1,27692392,27693262
727,chr1,27709580,27709850
728,chr1,27718872,27719368
729,chr1,27816322,27816872
730,chr1,27854396,27854982
731,chr1,27874397,27874657
732,chr1,27894907,27895543
733,chr1,27901640,27902707
734,chr1,27929685,27930885
735,chr1,27941845,27942343
736,chr1,27960547,27961042
737,chr1,27961539,27961829
738,chr1,27986285,27986827
739,chr1,27994707,27995050
740,chr1,28052125,28053021
741,chr1,28099608,28100050
742,chr1,28157201,28157807
743,chr1,28199011,28199276
744,chr1,28240564,28241554
745,chr1,28285000,28285323
746,chr1,28285999,28286857
747,chr1,28415078,28415331
748,chr1,28559125,28559616
749,chr1,28562490,28562995
750,chr1,28573681,28574041
751,chr1,28585811,28587268
752,chr1,28655345,28655686
753,chr1,28696021,28696750
754,chr1,28844633,28845312
755,chr1,28857017,28857330
756,chr1,28879382,28879723
757,chr1,28908049,28908818
758,chr1,28919021,28919473
759,chr1,28969533,28969917
760,chr1,29063046,29064334
761,chr1,29101770,29102088
762,chr1,29138481,29139367
763,chr1,29189287,29189971
764,chr1,29213418,29214319
765,chr1,29240748,29241988
766,chr1,29447679,29451866
767,chr1,29460790,29461191
768,chr1,29507956,29508705
769,chr1,29557200,29557646
770,chr1,29562725,29565326
771,chr1,29585877,29586617
772,chr1,29587067,29587431
773,chr1,29804942,29805258
774,chr1,31157989,31158280
775,chr1,31190952,31191240
776,chr1,31191554,31191979
777,chr1,31194256,31194606
778,chr1,31245990,31246299
779,chr1,31280101,31280531
780,chr1,31380824,31381097
781,chr1,31381518,31381985
782,chr1,31538392,31538957
783,chr1,31628080,31628512
784,chr1,31654402,31654852
785,chr1,31712058,31712831
786,chr1,31769226,31769997
787,chr1,31885774,31887029
788,chr1,32052451,32052790
789,chr1,32054321,32054862
790,chr1,32083129,32084088
791,chr1,32110190,32110980
792,chr1,32169517,32169888
793,chr1,32180111,32180506
794,chr1,32208466,32208723
795,chr1,32221867,32222126
796,chr1,32226126,32226554
797,chr1,32228327,32230271
798,chr1,32237807,32238680
799,chr1,32253984,32254372
800,chr1,32403367,32404401
801,chr1,32410168,32410649
802,chr1,32479082,32480602
803,chr1,32538185,32539071
804,chr1,32574041,32574337
805,chr1,32645134,32645833
806,chr1,32666211,32666479
807,chr1,32670549,32671904
808,chr1,32687501,32688059
809,chr1,32705504,32707160
810,chr1,32713898,32714205
811,chr1,32740690,32741563
812,chr1,32757394,32758053
813,chr1,32800839,32802248
814,chr1,32817178,32817607
815,chr1,32826924,32828036
816,chr1,32859750,32860367
817,chr1,32892408,32892854
818,chr1,32930480,32931080
819,chr1,32966098,32966582
820,chr1,33005403,33005758
821,chr1,33116523,33117382
822,chr1,33167999,33168884
823,chr1,33207616,33207893
824,chr1,33219407,33220047
825,chr1,33235474,33235737
826,chr1,33282655,33283925
827,chr1,33351666,33352416
828,chr1,33358449,33359468
829,chr1,33366772,33367021
830,chr1,33429511,33430532
831,chr1,33438438,33438998
832,chr1,33502181,33502738
833,chr1,33516574,33516952
834,chr1,33546504,33547262
835,chr1,33592871,33593174
836,chr1,33612956,33613340
837,chr1,33625239,33625546
838,chr1,33646593,33647897
839,chr1,33721428,33721722
840,chr1,33741754,33742400
841,chr1,33745721,33746009
842,chr1,33772126,33773123
843,chr1,33814763,33815789
844,chr1,33815930,33816212
845,chr1,33895982,33896948
846,chr1,33938005,33938347
847,chr1,34090585,34090873
848,chr1,34098876,34099138
849,chr1,34628763,34630995
850,chr1,34642362,34643043
851,chr1,35227008,35227295
852,chr1,35246856,35247618
853,chr1,35250398,35250755
854,chr1,35258544,35258810
855,chr1,35325162,35325569
856,chr1,35331683,35332428
857,chr1,35334284,35334525
858,chr1,35350858,35351873
859,chr1,35394727,35396225
860,chr1,35442217,35442955
861,chr1,35450629,35451056
862,chr1,35497101,35497606
863,chr1,35544907,35545322
864,chr1,35586311,35586610
865,chr1,35657447,35658830
866,chr1,35734203,35734874
867,chr1,36022660,36023853
868,chr1,36038907,36040070
869,chr1,36042412,36043463
870,chr1,36106949,36107280
871,chr1,36173386,36173998
872,chr1,36184228,36184793
873,chr1,36234904,36235819
874,chr1,36273479,36274480
875,chr1,36348481,36349750
876,chr1,36396229,36397281
877,chr1,36549534,36549984
878,chr1,36554305,36554974
879,chr1,36590741,36591140
880,chr1,36614835,36615481
881,chr1,36621431,36622329
882,chr1,36641736,36642480
883,chr1,36643935,36644346
884,chr1,36689739,36690106
885,chr1,36771810,36773028
886,chr1,36786480,36789421
887,chr1,36807342,36807603
888,chr1,36851069,36851892
889,chr1,36863191,36863622
890,chr1,36915776,36916343
891,chr1,36929394,36930150
892,chr1,37498357,37500643
893,chr1,37783591,37784277
894,chr1,37939703,37940669
895,chr1,37980051,37980584
896,chr1,38019586,38019842
897,chr1,38022432,38022738
898,chr1,38061408,38061759
899,chr1,38099657,38100883
900,chr1,38156022,38156298
901,chr1,38157275,38158605
902,chr1,38200899,38201219
903,chr1,38218170,38218996
904,chr1,38219682,38220031
905,chr1,38227059,38227760
906,chr1,38229818,38230907
907,chr1,38259075,38260446
908,chr1,38273354,38274421
909,chr1,38325130,38326018
910,chr1,38397216,38397740
911,chr1,38455212,38455788
912,chr1,38461564,38462007
913,chr1,38470597,38471415
914,chr1,38478062,38478746
915,chr1,38510082,38513661
916,chr1,38941899,38942423
917,chr1,39044039,39044580
918,chr1,39174359,39174959
919,chr1,39269709,39270270
920,chr1,39283589,39284595
921,chr1,39324795,39325740
922,chr1,39338459,39339368
923,chr1,39456635,39457290
924,chr1,39546993,39547978
925,chr1,39570645,39571878
926,chr1,39873998,39875258
927,chr1,39956404,39958156
928,chr1,39980345,39981787
929,chr1,40041297,40042686
930,chr1,40104990,40105726
931,chr1,40136968,40138106
932,chr1,40149411,40150032
933,chr1,40156910,40158533
934,chr1,40204292,40204758
935,chr1,40235747,40237209
936,chr1,40253663,40255191
937,chr1,40348921,40349307
938,chr1,40366575,40368232
939,chr1,40420467,40421385
940,chr1,40505391,40506722
941,chr1,40562646,40563147
942,chr1,40598488,40599228
943,chr1,40626893,40627631
944,chr1,40723366,40723717
945,chr1,40723776,40724029
946,chr1,40769166,40769890
947,chr1,40780984,40781464
948,chr1,40781659,40781975
949,chr1,40782200,40783164
950,chr1,40839195,40840041
951,chr1,40915585,40916091
952,chr1,40942764,40943406
953,chr1,40974036,40974805
954,chr1,40997140,40997458
955,chr1,41119832,41120155
956,chr1,41131091,41131397
957,chr1,41157142,41157994
958,chr1,41249070,41250180
959,chr1,41267899,41268417
960,chr1,41283820,41284610
961,chr1,41284827,41285168
962,chr1,41303335,41304455
963,chr1,41326929,41328304
964,chr1,41349720,41350312
965,chr1,41444850,41446135
966,chr1,41483398,41483712
967,chr1,41706937,41708346
968,chr1,41826660,41828309
969,chr1,41831956,41832561
970,chr1,41847244,41849223
971,chr1,41889250,41889645
972,chr1,41961830,41962335
973,chr1,41981768,41982062
974,chr1,42127360,42128651
975,chr1,42383620,42384022
976,chr1,42500835,42501999
977,chr1,42611465,42611710
978,chr1,42800245,42801389
979,chr1,42845958,42847007
980,chr1,42921696,42922594
981,chr1,42928777,42929519
982,chr1,43123957,43124441
983,chr1,43147480,43149035
984,chr1,43204095,43204342
985,chr1,43232194,43233378
986,chr1,43250742,43251101
987,chr1,43282554,43283109
988,chr1,43312238,43312532
989,chr1,43352765,43353013
990,chr1,43353221,43353461
991,chr1,43353927,43354189
992,chr1,43389815,43390570
993,chr1,43423447,43424787
994,chr1,43472847,43473353
995,chr1,43533870,43534353
996,chr1,43613468,43613861
997,chr1,43637483,43638071
998,chr1,43738464,43738848
999,chr1,43770502,43770899
1000,chr1,43814285,43815296
1001,chr1,43824114,43825078
1002,chr1,43832794,43833092
1003,chr1,43833808,43834156
