,chr_nr,start,stop
259,chr1,15948356,16007266
260,chr1,16015502,16049616
261,chr1,16062505,16066628
262,chr1,16077521,16081147
263,chr1,16089862,16157260
264,chr1,16168123,16169889
265,chr1,16180117,16256870
266,chr1,16265155,16265900
267,chr1,16275582,16297902
268,chr1,16306672,16395648
269,chr1,16404072,16460376
270,chr1,16468621,16471111
271,chr1,16486782,16490061
272,chr1,16498505,16528917
273,chr1,16538580,16539683
274,chr1,16548307,16549326
275,chr1,16557660,16559544
276,chr1,16567799,16674574
277,chr1,16683192,16689621
278,chr1,16698270,16762998
279,chr1,16771803,16806605
280,chr1,16814957,16821138
281,chr1,16830377,16836784
282,chr1,16851892,16856873
283,chr1,16866296,16870401
284,chr1,16878813,16935456
285,chr1,16944454,16966855
286,chr1,16979045,16980777
287,chr1,16989053,16989451
288,chr1,16997690,17002742
289,chr1,17011151,17014683
290,chr1,17038728,17047491
291,chr1,17055891,17062763
292,chr1,17071002,17071404
293,chr1,17079680,17081411
294,chr1,17090974,17182111
295,chr1,17190523,17193561
296,chr1,17204049,17211421
297,chr1,17226466,17227298
298,chr1,17235680,17236038
299,chr1,17244970,17277818
300,chr1,17297115,17302551
301,chr1,17311363,17327885
302,chr1,17342590,17376456
303,chr1,17384722,17441651
304,chr1,17450088,17471702
305,chr1,17480075,17730435
306,chr1,17738645,17742200
307,chr1,17750547,17760072
308,chr1,17769811,17861863
309,chr1,17870630,17945452
310,chr1,17953670,18019481
311,chr1,18027792,18148378
312,chr1,18156842,18430105
313,chr1,18441673,18687874
314,chr1,18696081,18699295
315,chr1,18707496,18804873
316,chr1,18813667,18952895
317,chr1,18977304,19039390
318,chr1,19047828,19106720
319,chr1,19114932,19176945
320,chr1,19185469,19199874
321,chr1,19213914,19224828
322,chr1,19233634,19277948
323,chr1,19287883,19532151
324,chr1,19541046,19573884
325,chr1,19582708,19596249
326,chr1,19604942,19610998
327,chr1,19619660,19634207
328,chr1,19643309,19661010
329,chr1,19669276,19807703
330,chr1,19816644,19919341
331,chr1,19928002,19966255
332,chr1,19975923,19987146
333,chr1,19996788,20001510
334,chr1,20009865,20122029
335,chr1,20130780,20204807
336,chr1,20213462,20508360
337,chr1,20516797,20565455
338,chr1,20573817,20665566
339,chr1,20674018,20688582
340,chr1,20697534,20806462
341,chr1,20817511,20830416
342,chr1,20838883,20874894
343,chr1,20884592,20956045
344,chr1,20964551,20983516
345,chr1,20992238,21018939
346,chr1,21035369,21039832
347,chr1,21048771,21054006
348,chr1,21063366,21108708
349,chr1,21118121,21499115
350,chr1,21507836,21547574
351,chr1,21555931,21612380
352,chr1,21621101,21667360
353,chr1,21676319,21750797
354,chr1,21771224,21782445
355,chr1,21790713,21831548
356,chr1,21840344,21926179
357,chr1,21934380,21944674
358,chr1,21953263,21974101
359,chr1,21990102,21991063
360,chr1,22000409,22105129
361,chr1,22114261,22136891
362,chr1,22145407,22145683
363,chr1,22159565,22187349
364,chr1,22195592,22206992
365,chr1,22218119,22347917
366,chr1,22356194,22375009
367,chr1,22384029,22442520
368,chr1,22450943,22452023
369,chr1,22460225,22464912
370,chr1,22474252,22608214
371,chr1,22616418,22664638
372,chr1,22672862,22774236
373,chr1,22782817,22885595
374,chr1,22894096,22898802
375,chr1,22907413,22915773
376,chr1,22931542,22970050
377,chr1,22978303,22999416
378,chr1,23007831,23032823
379,chr1,23042362,23106904
380,chr1,23115567,23275553
381,chr1,23284569,23341814
382,chr1,23350677,23500059
383,chr1,23508633,23539377
384,chr1,23548237,23666245
385,chr1,23675363,23690690
386,chr1,23700050,23746508
387,chr1,23755663,23759154
388,chr1,23767971,23805977
389,chr1,23814693,23853033
390,chr1,23862089,23877017
391,chr1,23890212,23890640
392,chr1,23899064,23941941
393,chr1,23950295,24014355
394,chr1,24022567,24065695
395,chr1,24074615,24100502
396,chr1,24109263,24113482
397,chr1,24121824,24122799
398,chr1,24131549,24190254
399,chr1,24198990,24225115
400,chr1,24233537,24281785
401,chr1,24290701,24302363
402,chr1,24311017,24509540
403,chr1,24518477,24644202
404,chr1,24652985,24735857
405,chr1,24747039,24824865
406,chr1,24833878,24857702
407,chr1,24865920,24965027
408,chr1,24974196,25067352
409,chr1,25076586,25170560
410,chr1,25179367,25224496
411,chr1,25238807,25251527
412,chr1,25263005,25554563
413,chr1,25578521,25589277
414,chr1,25598487,25659606
415,chr1,25669398,25752470
416,chr1,25762115,25865893
417,chr1,25875042,25938661
418,chr1,25948772,26093904
419,chr1,26102107,26142122
420,chr1,26151349,26181472
421,chr1,26190356,26197722
422,chr1,26206516,26227950
423,chr1,26237624,26245205
424,chr1,26253613,26320549
425,chr1,26328934,26357593
426,chr1,26366708,26368281
427,chr1,26377313,26433319
428,chr1,26442917,26483807
429,chr1,26500824,26547517
430,chr1,26556194,26556449
431,chr1,26565028,26602362
432,chr1,26610913,26628836
433,chr1,26637316,26658538
434,chr1,26667466,26668445
435,chr1,26676650,26682516
436,chr1,26691281,26733246
437,chr1,26742148,26754492
438,chr1,26762856,26794366
439,chr1,26803842,26822676
440,chr1,26831474,26852191
441,chr1,26860684,26942844
442,chr1,26952076,27017833
443,chr1,27028101,27110118
444,chr1,27118692,27139740
445,chr1,27147953,27149033
446,chr1,27157243,27185912
447,chr1,27195911,27212161
448,chr1,27221045,27222492
449,chr1,27231009,27244048
450,chr1,27252619,27282065
451,chr1,27291101,27316127
452,chr1,27325146,27328593
453,chr1,27343441,27477345
454,chr1,27485742,27523884
455,chr1,27532085,27556705
456,chr1,27565707,27644453
457,chr1,27653006,27671919
458,chr1,27697243,27705600
459,chr1,27713831,27714892
460,chr1,27723349,27812342
461,chr1,27820853,27850416
462,chr1,27858963,27870417
463,chr1,27878638,27890927
464,chr1,27906688,27925705
465,chr1,27934866,27937865
466,chr1,27946324,27956567
467,chr1,27965810,27982305
468,chr1,27999031,28048145
469,chr1,28057002,28095628
470,chr1,28104031,28153221
471,chr1,28161788,28195031
472,chr1,28203257,28236584
473,chr1,28245535,28281020
474,chr1,28290838,28411098
475,chr1,28419312,28555145
476,chr1,28566976,28569701
477,chr1,28578022,28581831
478,chr1,28591249,28651365
479,chr1,28659667,28692041
480,chr1,28700731,28840653
481,chr1,28849293,28853037
482,chr1,28861311,28875402
483,chr1,28883704,28904069
484,chr1,28912799,28915041
485,chr1,28923454,28965553
486,chr1,28973898,29059066
487,chr1,29068315,29097790
488,chr1,29106069,29134501
489,chr1,29143348,29185307
490,chr1,29193952,29209438
491,chr1,29218300,29236768
492,chr1,29245969,29443699
493,chr1,29455847,29456810
494,chr1,29465172,29503976
495,chr1,29512686,29553220
496,chr1,29569307,29581897
497,chr1,29591412,29800962
498,chr1,29809239,31154009
499,chr1,31162261,31186972
500,chr1,31198587,31242010
501,chr1,31250280,31276121
502,chr1,31284512,31376844
503,chr1,31385966,31534412
504,chr1,31542938,31624100
505,chr1,31632493,31650422
506,chr1,31658833,31708078
507,chr1,31716812,31765246
508,chr1,31773978,31881794
509,chr1,31891010,32048471
510,chr1,32058843,32079149
511,chr1,32088069,32106210
512,chr1,32114961,32165537
513,chr1,32173869,32176131
514,chr1,32184487,32204486
515,chr1,32212704,32217887
516,chr1,32242661,32250004
517,chr1,32258353,32399387
518,chr1,32414630,32475102
519,chr1,32484583,32534205
520,chr1,32543052,32570061
521,chr1,32578318,32641154
522,chr1,32649814,32662231
523,chr1,32675885,32683521
524,chr1,32692040,32701524
525,chr1,32718186,32736710
526,chr1,32745544,32753414
527,chr1,32762034,32796859
528,chr1,32806229,32813198
529,chr1,32821588,32822944
530,chr1,32832017,32855770
531,chr1,32864348,32888428
532,chr1,32896835,32926500
533,chr1,32935061,32962118
534,chr1,32970563,33001423
535,chr1,33009739,33112543
536,chr1,33121363,33164019
537,chr1,33172865,33203636
538,chr1,33211874,33215427
539,chr1,33224028,33231494
540,chr1,33239718,33278675
541,chr1,33287906,33347686
542,chr1,33371002,33425531
543,chr1,33442979,33498201
544,chr1,33506719,33512594
545,chr1,33520933,33542524
546,chr1,33551243,33588891
547,chr1,33597155,33608976
548,chr1,33617321,33621259
549,chr1,33629527,33642613
550,chr1,33651878,33717448
551,chr1,33725703,33737774
552,chr1,33749990,33768146
553,chr1,33777104,33810783
554,chr1,33820193,33892002
555,chr1,33900929,33934025
556,chr1,33942328,34086605
557,chr1,34094854,34094896
558,chr1,34103119,34624783
559,chr1,34634976,34638382
560,chr1,34647024,35223028
561,chr1,35231276,35242876
562,chr1,35262791,35321182
563,chr1,35338506,35346878
564,chr1,35355854,35390747
565,chr1,35400206,35438237
566,chr1,35455037,35493121
567,chr1,35501587,35540927
568,chr1,35549303,35582331
569,chr1,35590591,35653467
570,chr1,35662811,35730223
571,chr1,35738855,36018680
572,chr1,36027834,36034927
573,chr1,36047444,36102969
574,chr1,36111261,36169406
575,chr1,36177979,36180248
576,chr1,36188774,36230924
577,chr1,36239800,36269499
578,chr1,36278461,36344501
579,chr1,36353731,36392249
580,chr1,36401262,36545554
581,chr1,36558955,36586761
582,chr1,36595121,36610855
583,chr1,36626310,36637756
584,chr1,36648327,36685759
585,chr1,36694087,36767830
586,chr1,36777009,36782500
587,chr1,36793402,36803362
588,chr1,36811584,36847089
589,chr1,36855873,36859211
590,chr1,36867603,36911796
591,chr1,36920324,36925414
592,chr1,36934131,37494377
593,chr1,37504624,37779611
594,chr1,37788258,37935723
595,chr1,37944650,37976071
596,chr1,37984565,38015606
597,chr1,38026719,38057428
598,chr1,38065740,38095677
599,chr1,38104864,38152042
600,chr1,38162586,38196919
601,chr1,38205200,38214190
602,chr1,38234888,38255095
603,chr1,38264427,38269374
604,chr1,38278402,38321150
605,chr1,38329999,38393236
606,chr1,38401721,38451232
607,chr1,38465988,38466617
608,chr1,38482727,38506102
609,chr1,38517642,38937919
610,chr1,38946404,39040059
611,chr1,39048561,39170379
612,chr1,39178940,39265729
613,chr1,39274251,39279609
614,chr1,39288576,39320815
615,chr1,39329721,39334479
616,chr1,39343349,39452655
617,chr1,39461271,39543013
618,chr1,39551959,39566665
619,chr1,39575859,39870018
620,chr1,39879239,39952424
621,chr1,39962137,39976365
622,chr1,39985768,40037317
623,chr1,40046667,40101010
624,chr1,40109707,40132988
625,chr1,40142087,40145431
626,chr1,40162514,40200312
627,chr1,40208739,40231767
628,chr1,40241190,40249683
629,chr1,40259172,40344941
630,chr1,40353288,40362595
631,chr1,40372213,40416487
632,chr1,40425366,40501411
633,chr1,40510703,40558666
634,chr1,40567128,40594508
635,chr1,40603209,40622913
636,chr1,40631612,40719386
637,chr1,40728010,40765186
638,chr1,40773871,40777004
639,chr1,40787145,40835215
640,chr1,40844022,40911605
641,chr1,40920072,40938784
642,chr1,40947387,40970056
643,chr1,40978786,40993160
644,chr1,41001439,41115852
645,chr1,41124136,41127111
646,chr1,41135378,41153162
647,chr1,41161975,41245090
648,chr1,41254161,41263919
649,chr1,41272398,41279840
650,chr1,41289149,41299355
651,chr1,41308436,41322949
652,chr1,41332285,41345740
653,chr1,41354293,41440870
654,chr1,41450116,41479418
655,chr1,41487693,41702957
656,chr1,41712327,41822680
657,chr1,41836542,41843264
658,chr1,41853204,41885270
659,chr1,41893626,41957850
660,chr1,41966316,41977788
661,chr1,41986043,42123380
662,chr1,42132632,42379640
663,chr1,42388003,42496855
664,chr1,42505980,42607485
665,chr1,42615691,42796265
666,chr1,42805370,42841978
667,chr1,42850988,42917716
668,chr1,42933500,43119977
669,chr1,43128422,43143500
670,chr1,43153016,43200115
671,chr1,43208323,43228214
672,chr1,43237359,43246762
673,chr1,43255082,43278574
674,chr1,43287090,43308258
675,chr1,43316513,43348785
676,chr1,43358170,43385835
677,chr1,43394551,43419467
678,chr1,43428768,43468867
679,chr1,43477334,43529890
680,chr1,43538334,43609488
681,chr1,43617842,43633503
682,chr1,43642052,43734484
683,chr1,43742829,43766522
684,chr1,43774880,43810305
685,chr1,43819277,43820134
686,chr1,43838137,43851375
687,chr1,43859921,43915083
688,chr1,43923814,43992724
689,chr1,44001592,44027286
690,chr1,44035853,44052755
691,chr1,44075142,44111616
692,chr1,44120309,44168668
693,chr1,44177763,44395068
694,chr1,44406423,44408073
695,chr1,44416804,44431409
696,chr1,44449622,44453150
697,chr1,44461772,44491629
698,chr1,44501112,44564991
699,chr1,44573399,44675003
700,chr1,44683465,44816657
701,chr1,44825113,44867109
702,chr1,44878047,44879136
703,chr1,44888272,45078739
704,chr1,45087285,45093281
705,chr1,45102049,45116237
706,chr1,45124723,45135770
707,chr1,45144584,45185705
708,chr1,45194558,45201323
709,chr1,45209745,45237013
710,chr1,45256292,45261534
711,chr1,45283644,45304543
712,chr1,45313159,45448037
713,chr1,45456444,45472225
714,chr1,45481022,45667702
715,chr1,45676388,45765213
716,chr1,45773917,45788419
717,chr1,45797301,45801564
718,chr1,45809983,45952345
719,chr1,45960893,45961586
720,chr1,45970049,45983163
721,chr1,45991803,46012403
722,chr1,46020694,46045590
723,chr1,46054582,46084194
724,chr1,46093142,46147751
725,chr1,46157080,46212233
726,chr1,46220514,46265099
727,chr1,46273820,46594126
728,chr1,46603129,46628689
729,chr1,46636932,46664821
730,chr1,46673258,46701908
731,chr1,46710165,46763425
732,chr1,46773036,46802339
733,chr1,46810836,46855724
734,chr1,46864291,46909786
735,chr1,46918343,46928130
736,chr1,46944437,46947168
737,chr1,46961121,46994632
738,chr1,47003249,47005575
739,chr1,47014132,47065615
740,chr1,47074179,47074580
741,chr1,47086526,47129674
742,chr1,47138395,47180402
743,chr1,47189083,47485226
744,chr1,47493633,47686980
745,chr1,47702197,47775707
746,chr1,47784211,47795411
747,chr1,47804426,47877896
748,chr1,47887065,47895125
749,chr1,47919952,47969709
750,chr1,47977952,47994899
751,chr1,48003517,48054793
752,chr1,48063230,48170494
753,chr1,48180519,48186756
754,chr1,48194992,48445870
755,chr1,48454144,48455812
756,chr1,48466976,48933304
757,chr1,48941683,49238371
758,chr1,49246810,49360554
759,chr1,49368870,50485417
760,chr1,50493846,50509644
761,chr1,50518320,50794667
762,chr1,50803536,50876916
763,chr1,50897745,51421447
764,chr1,51448036,51697767
765,chr1,51706542,51792097
766,chr1,51800589,51806327
767,chr1,51814687,51980547
768,chr1,51989216,52191028
769,chr1,52199821,52340178
770,chr1,52348939,52451970
771,chr1,52460453,52494452
772,chr1,52503505,52516746
773,chr1,52526296,52603400
774,chr1,52612504,52827511
775,chr1,52838528,52865867
776,chr1,52874305,53014258
777,chr1,53023599,53063880
778,chr1,53072608,53094629
779,chr1,53103303,53159688
780,chr1,53168180,53188023
781,chr1,53196428,53304294
782,chr1,53313262,53382617
783,chr1,53397645,53523572
784,chr1,53532974,53540104
785,chr1,53548683,53554388
786,chr1,53562642,53658309
787,chr1,53666815,53681945
788,chr1,53690391,53699959
789,chr1,53708642,53738297
790,chr1,53746845,53787687
791,chr1,53797496,53900140
792,chr1,53909247,53921191
793,chr1,53930228,54199402
794,chr1,54209310,54299758
795,chr1,54308262,54351354
796,chr1,54359656,54407057
797,chr1,54415943,54514601
798,chr1,54523299,54583364
799,chr1,54591578,54661821
800,chr1,54670259,54719696
801,chr1,54728019,54817990
802,chr1,54826333,54852401
803,chr1,54860608,54866853
804,chr1,54877000,54936346
805,chr1,54944753,54949893
806,chr1,54959287,54961023
807,chr1,54969391,55003704
808,chr1,55012448,55177345
809,chr1,55185853,55225992
810,chr1,55234369,55242742
811,chr1,55251519,55262277
812,chr1,55275972,55348463
813,chr1,55357328,55442087
814,chr1,55450846,55458688
815,chr1,55467010,55501060
816,chr1,55510015,55676465
817,chr1,55685708,56939401
818,chr1,56947669,57040102
819,chr1,57049117,57106663
820,chr1,57115337,57883963
821,chr1,57894637,58711272
822,chr1,58720095,59008326
823,chr1,59016577,59038013
824,chr1,59047295,59243461
825,chr1,59254940,59276240
826,chr1,59286235,59365311
827,chr1,59373900,59608407
828,chr1,59616723,59758102
829,chr1,59766794,60276624
830,chr1,60285048,60388272
831,chr1,60396583,60535315
832,chr1,60543540,61504642
833,chr1,61523971,61538537
834,chr1,61553564,62115874
835,chr1,62124093,62186647
836,chr1,62194942,62203827
837,chr1,62212818,62656555
838,chr1,62664946,62780136
839,chr1,62789133,62897651
840,chr1,62907667,63149380
841,chr1,63158349,63778394
842,chr1,63800140,63829109
843,chr1,63837821,64054937
844,chr1,64063913,64235465
845,chr1,64244779,64931554
846,chr1,64940614,64967358
847,chr1,64975604,65206282
848,chr1,65215238,65427455
849,chr1,65436614,65464272
850,chr1,65472828,65528161
851,chr1,65537965,65609041
852,chr1,65618898,65716047
853,chr1,65724592,65727411
854,chr1,65735849,65771018
855,chr1,65779746,65881856
856,chr1,65890704,65987001
857,chr1,65995811,66254440
858,chr1,66262918,66994728
859,chr1,67003060,67214079
860,chr1,67222293,67386468
861,chr1,67400483,67515224
862,chr1,67524139,67596390
863,chr1,67604715,67769329
864,chr1,67777767,67891135
865,chr1,67900826,68146913
866,chr1,68156270,68294371
867,chr1,68303315,68508643
868,chr1,68521474,68624999
869,chr1,68633202,68692639
870,chr1,68701628,68958283
871,chr1,68967006,70028967
872,chr1,70038495,70381043
873,chr1,70389270,70667183
874,chr1,70675442,70683300
875,chr1,70691560,70815733
876,chr1,70824719,70872622
877,chr1,70881091,71508224
878,chr1,71517804,71542486
879,chr1,71550783,72744471
880,chr1,72753736,74659826
881,chr1,74668035,75586817
882,chr1,75606878,76076454
883,chr1,76086365,76185916
884,chr1,76194730,76258536
885,chr1,76266903,76536147
886,chr1,76544653,77329111
887,chr1,77338534,77680996
888,chr1,77689252,77743314
889,chr1,77752224,78144217
890,chr1,78153418,78220843
891,chr1,78229650,78273366
892,chr1,78281607,78350381
893,chr1,78358673,78440303
894,chr1,78449281,78507577
895,chr1,78516161,78952624
896,chr1,78961516,79468281
897,chr1,79476537,80476537
898,chr1,81261998,82261998
899,chr1,82273048,83273048
900,chr1,83322267,84322267
901,chr1,84330838,84460223
902,chr1,84469232,84539146
903,chr1,84548261,84760108
904,chr1,84768906,84940932
905,chr1,84949350,84967344
906,chr1,84976491,85035825
907,chr1,85044344,85082321
908,chr1,85090766,85151605
909,chr1,85160574,85216018
910,chr1,85224338,85354359
911,chr1,85363187,85458585
912,chr1,85468167,85509509
913,chr1,85518555,85661818
914,chr1,85671650,85720701
915,chr1,85729524,85737865
916,chr1,85746535,85925940
917,chr1,85935168,86038229
918,chr1,86051240,86077700
919,chr1,86086068,86170041
920,chr1,86178253,86617278
921,chr1,86626871,86857566
922,chr1,86866083,87014668
923,chr1,87023254,87165875
924,chr1,87175015,87376162
925,chr1,87385214,87593543
926,chr1,87602515,87613153
927,chr1,87621986,87789802
928,chr1,87805252,88924283
929,chr1,88932760,89145594
930,chr1,89154658,89352963
931,chr1,89361391,89454034
932,chr1,89462604,89985810
933,chr1,89994986,90094230
934,chr1,90103292,90224744
935,chr1,90233173,90282189
936,chr1,90291222,90304839
937,chr1,90313606,90456399
938,chr1,90465237,91168102
939,chr1,91196804,91296979
940,chr1,91305891,91312249
941,chr1,91321390,91355122
942,chr1,91363563,91483158
943,chr1,91491807,91865876
944,chr1,91874390,91962263
945,chr1,91970999,91997023
946,chr1,92005444,92007829
947,chr1,92016656,92346913
948,chr1,92356085,92410718
949,chr1,92418986,92491367
950,chr1,92499964,92541819
951,chr1,92550480,92679438
952,chr1,92687682,92760173
953,chr1,92768926,92941907
954,chr1,92956609,93245938
955,chr1,93255096,93293498
956,chr1,93302122,93422512
957,chr1,93431754,93540558
958,chr1,93549032,93641432
959,chr1,93650471,93807218
960,chr1,93815940,93909636
961,chr1,93918524,94142321
962,chr1,94151504,94307844
963,chr1,94317628,94340507
964,chr1,94348822,94370369
965,chr1,94379467,94698690
966,chr1,94707344,94708906
967,chr1,94717517,94879525
968,chr1,94888402,95002837
969,chr1,95012051,95281602
970,chr1,95290319,95387837
971,chr1,95397116,95534251
972,chr1,95542551,95578750
973,chr1,95587572,95695725
974,chr1,95704142,97183102
975,chr1,97191606,98382189
976,chr1,98390724,98506966
977,chr1,98523983,99122872
978,chr1,99131711,99465932
979,chr1,99474968,99725982
980,chr1,99734335,100311420
981,chr1,100320009,100431297
982,chr1,100440070,100499482
983,chr1,100508404,100594130
984,chr1,100602754,100674766
985,chr1,100683098,100727632
986,chr1,100735999,100813709
987,chr1,100822899,101000471
988,chr1,101009885,101356588
989,chr1,101365808,101487317
990,chr1,101495680,101697785
991,chr1,101706745,102706745
992,chr1,103064487,104064487
993,chr1,104072913,105072913
994,chr1,105619393,106619393
995,chr1,106627854,107595205
996,chr1,107604410,107678889
997,chr1,107688463,108019232
998,chr1,108027442,108503251
999,chr1,108511841,108731227
