,chr_nr,start,stop
117,chr1,1550443,1552024
118,chr1,1558577,1559368
119,chr1,1560770,1561064
120,chr1,1562039,1562407
121,chr1,1563664,1564041
122,chr1,1564411,1570015
123,chr1,1571022,1571479
124,chr1,1580367,1580604
125,chr1,1590063,1590951
126,chr1,1600971,1601240
127,chr1,1602381,1602695
128,chr1,1607888,1608252
129,chr1,1623600,1625076
130,chr1,1631076,1633235
131,chr1,1634242,1634699
132,chr1,1643583,1643820
133,chr1,1655385,1656240
134,chr1,1670746,1671110
135,chr1,1676875,1678342
136,chr1,1685363,1685980
137,chr1,1691757,1692072
138,chr1,1709384,1710591
139,chr1,1713629,1714150
140,chr1,1821395,1823281
141,chr1,1839948,1840610
142,chr1,1850088,1851400
143,chr1,1859236,1859532
144,chr1,1874705,1875024
145,chr1,1875607,1875886
146,chr1,1886334,1886879
147,chr1,1896404,1896637
148,chr1,1897571,1897795
149,chr1,1910258,1913809
150,chr1,1935156,1935461
151,chr1,1950401,1951488
152,chr1,1957036,1957395
153,chr1,1959404,1959876
154,chr1,1960932,1961157
155,chr1,1961397,1961859
156,chr1,1974676,1974951
157,chr1,1976113,1976637
158,chr1,1981241,1983221
159,chr1,1990769,1991180
160,chr1,2005169,2005574
161,chr1,2025195,2026234
162,chr1,2038545,2038872
163,chr1,2040987,2041311
164,chr1,2046419,2046874
165,chr1,2063772,2064061
166,chr1,2064618,2064864
167,chr1,2066357,2066675
168,chr1,2082304,2082538
169,chr1,2116422,2116810
170,chr1,2121007,2121827
171,chr1,2126038,2126651
172,chr1,2136798,2137360
173,chr1,2144189,2144506
174,chr1,2158202,2161182
175,chr1,2212010,2213890
176,chr1,2222188,2222578
177,chr1,2232300,2232626
178,chr1,2235298,2235676
179,chr1,2236432,2239078
180,chr1,2245704,2247095
181,chr1,2249305,2249643
182,chr1,2253713,2254767
183,chr1,2258087,2258432
184,chr1,2259054,2259335
185,chr1,2265997,2266441
186,chr1,2276348,2276666
187,chr1,2304149,2304385
188,chr1,2316343,2316758
189,chr1,2322471,2323773
190,chr1,2333540,2334181
191,chr1,2339866,2340255
192,chr1,2343375,2344726
193,chr1,2345881,2346165
194,chr1,2359916,2360176
195,chr1,2371836,2372082
196,chr1,2374808,2375823
197,chr1,2387659,2388095
198,chr1,2398815,2399064
199,chr1,2409747,2410058
200,chr1,2411115,2411413
201,chr1,2415188,2415515
202,chr1,2433638,2434074
203,chr1,2435031,2435266
204,chr1,2435544,2435837
205,chr1,2439787,2440031
206,chr1,2440116,2440487
207,chr1,2445345,2445657
208,chr1,2449912,2450215
209,chr1,2451207,2451560
210,chr1,2452785,2453016
211,chr1,2457231,2458268
212,chr1,2460750,2462019
213,chr1,2466924,2467221
214,chr1,2472085,2472595
215,chr1,2477553,2478372
216,chr1,2517387,2518901
217,chr1,2527229,2527512
218,chr1,2537661,2537895
219,chr1,2559882,2561064
220,chr1,2574020,2574873
221,chr1,2706015,2706970
222,chr1,2716731,2717242
223,chr1,2772116,2772674
224,chr1,2777147,2777370
225,chr1,2827775,2828303
226,chr1,2847046,2847297
227,chr1,2850655,2850882
228,chr1,2876535,2876817
229,chr1,2885052,2885293
230,chr1,2886579,2886932
231,chr1,2918487,2918762
232,chr1,2929145,2929385
233,chr1,2938623,2939052
234,chr1,2979265,2980767
235,chr1,2983915,2987971
236,chr1,2990020,2990727
237,chr1,2997262,2997482
238,chr1,2999717,2999987
239,chr1,3028169,3028566
240,chr1,3038057,3038352
241,chr1,3056531,3056781
242,chr1,3059040,3059277
243,chr1,3071889,3072248
244,chr1,3080924,3081301
245,chr1,3102530,3103361
246,chr1,3104946,3105262
247,chr1,3111569,3111918
248,chr1,3147835,3148090
249,chr1,3155150,3155370
250,chr1,3157499,3158309
251,chr1,3163959,3164652
252,chr1,3182811,3183225
253,chr1,3184536,3184833
254,chr1,3195366,3196061
255,chr1,3203755,3204462
256,chr1,3239905,3240270
257,chr1,3275019,3275293
258,chr1,3307059,3307294
259,chr1,3310092,3311044
260,chr1,3321259,3322319
261,chr1,3327981,3329433
262,chr1,3331030,3331288
263,chr1,3331976,3332236
264,chr1,3342002,3342815
265,chr1,3351355,3351641
266,chr1,3370895,3371692
267,chr1,3394691,3395200
268,chr1,3425566,3425806
269,chr1,3426351,3426579
270,chr1,3427345,3427692
271,chr1,3435978,3436259
272,chr1,3447439,3447959
273,chr1,3459864,3460278
274,chr1,3499892,3500479
275,chr1,3511699,3512127
276,chr1,3527609,3528087
277,chr1,3528323,3528692
278,chr1,3540757,3542250
279,chr1,3556953,3557210
280,chr1,3559942,3561018
281,chr1,3566435,3569645
282,chr1,3607086,3607562
283,chr1,3623308,3623530
284,chr1,3634623,3635110
285,chr1,3649284,3649683
286,chr1,3662953,3664094
287,chr1,3688543,3689693
288,chr1,3703662,3703917
289,chr1,3712388,3713243
290,chr1,3731448,3732024
291,chr1,3773177,3774474
292,chr1,3775067,3775378
293,chr1,3790854,3791620
294,chr1,3808480,3809245
295,chr1,3816346,3818093
296,chr1,3824209,3824465
297,chr1,4192623,4193252
298,chr1,4221377,4221681
299,chr1,4713979,4716564
300,chr1,4726566,4726876
301,chr1,4771642,4772554
302,chr1,4832341,4832562
303,chr1,5772046,5772522
304,chr1,5793547,5793793
305,chr1,5937147,5937401
306,chr1,5950814,5951038
307,chr1,6051585,6052964
308,chr1,6086234,6086503
309,chr1,6111599,6111845
310,chr1,6131625,6131994
311,chr1,6187733,6188244
312,chr1,6188863,6189129
313,chr1,6202108,6202368
314,chr1,6208706,6209048
315,chr1,6239227,6240823
316,chr1,6241021,6241260
317,chr1,6259168,6259892
318,chr1,6265815,6266787
319,chr1,6268810,6269597
320,chr1,6295518,6296270
321,chr1,6301685,6302865
322,chr1,6305138,6306472
323,chr1,6309153,6310101
324,chr1,6313751,6314148
325,chr1,6320127,6320951
326,chr1,6339938,6340277
327,chr1,6341126,6341421
328,chr1,6452804,6454194
329,chr1,6479047,6480947
330,chr1,6484493,6485336
331,chr1,6500158,6501139
332,chr1,6507197,6509195
333,chr1,6511679,6512119
334,chr1,6514098,6516334
335,chr1,6520574,6521964
336,chr1,6525986,6526237
337,chr1,6530526,6531823
338,chr1,6545133,6545568
339,chr1,6550073,6551124
340,chr1,6557551,6557881
341,chr1,6614126,6614844
342,chr1,6639417,6640370
343,chr1,6653387,6653683
344,chr1,6659115,6659514
345,chr1,6661766,6663853
346,chr1,6672776,6675750
347,chr1,6685061,6685700
348,chr1,6761285,6762140
349,chr1,6844303,6846375
350,chr1,7021991,7022317
351,chr1,7122509,7122736
352,chr1,7723390,7725184
353,chr1,7740133,7741126
354,chr1,7764583,7765865
355,chr1,7831368,7831855
356,chr1,7843450,7843702
357,chr1,7843905,7845113
358,chr1,7887188,7887485
359,chr1,8002398,8002708
360,chr1,8013983,8014660
361,chr1,8021291,8022235
362,chr1,8085544,8086863
363,chr1,8271986,8272211
364,chr1,8277185,8277831
365,chr1,8377774,8378456
366,chr1,8384377,8384728
367,chr1,8385885,8386177
368,chr1,8390192,8390809
369,chr1,8395333,8395644
370,chr1,8403687,8404111
371,chr1,8418312,8418866
372,chr1,8483379,8484348
373,chr1,8762995,8763558
374,chr1,8877002,8877292
375,chr1,8877588,8878101
376,chr1,8938088,8939418
377,chr1,9099270,9100522
378,chr1,9131592,9131918
379,chr1,9188493,9189752
380,chr1,9242157,9243836
381,chr1,9258555,9258965
382,chr1,9294391,9295127
383,chr1,9324192,9324448
384,chr1,9324677,9325025
385,chr1,9416116,9416413
386,chr1,9427497,9427743
387,chr1,9488927,9489258
388,chr1,9555369,9555661
389,chr1,9599340,9600453
390,chr1,9648576,9649526
391,chr1,9670607,9670877
392,chr1,9687115,9687376
393,chr1,9711770,9713010
394,chr1,9749285,9750237
395,chr1,9775698,9776006
396,chr1,9790282,9790713
397,chr1,9791148,9791495
398,chr1,9822566,9822826
399,chr1,9883001,9884676
400,chr1,9969835,9970072
401,chr1,9970574,9970799
402,chr1,10003155,10003594
403,chr1,10057111,10058117
404,chr1,10092522,10093413
405,chr1,10270005,10271315
406,chr1,10386173,10386399
407,chr1,10458538,10460006
408,chr1,10490190,10491081
409,chr1,10532167,10532809
410,chr1,10534908,10535181
411,chr1,10698289,10698919
412,chr1,10699384,10700107
413,chr1,10702126,10702349
414,chr1,10707800,10708149
415,chr1,10713828,10714212
416,chr1,10714391,10714717
417,chr1,10719857,10720590
418,chr1,10725177,10725626
419,chr1,10753763,10754185
420,chr1,10755216,10755530
421,chr1,10757881,10758261
422,chr1,10764439,10764934
423,chr1,10853884,10856973
424,chr1,10895885,10896126
425,chr1,11072309,11073254
426,chr1,11119020,11120643
427,chr1,11159377,11160145
428,chr1,11322248,11323045
429,chr1,11333249,11333556
430,chr1,11538659,11540351
431,chr1,11561356,11562165
432,chr1,11589828,11590053
433,chr1,11596372,11596631
434,chr1,11708757,11709286
435,chr1,11710449,11710797
436,chr1,11714207,11715313
437,chr1,11724103,11724894
438,chr1,11740818,11741726
439,chr1,11750691,11752660
440,chr1,11779556,11780025
441,chr1,11795965,11796272
442,chr1,11822129,11822372
443,chr1,11865452,11866575
444,chr1,11898383,11898741
445,chr1,11919105,11919564
446,chr1,11985633,11986643
447,chr1,11994684,11994978
448,chr1,12040103,12040802
449,chr1,12079241,12079912
450,chr1,12123478,12124157
451,chr1,12226866,12227721
452,chr1,12251767,12251994
453,chr1,12289944,12290594
454,chr1,12290945,12291208
455,chr1,12600337,12600565
456,chr1,12655916,12656257
457,chr1,12676973,12678651
458,chr1,13839495,13840622
459,chr1,13881400,13881621
460,chr1,13909596,13909851
461,chr1,13910127,13910877
462,chr1,14026471,14027209
463,chr1,14075257,14076467
464,chr1,14219340,14219746
465,chr1,14924600,14926002
466,chr1,15127573,15127878
467,chr1,15250363,15251554
468,chr1,15375053,15375422
469,chr1,15479209,15481480
470,chr1,15541171,15541456
471,chr1,15573610,15573962
472,chr1,15736023,15737237
473,chr1,15850483,15850708
474,chr1,15851096,15851590
475,chr1,15853098,15853672
476,chr1,15911078,15911617
477,chr1,15929813,15930298
478,chr1,15943811,15944365
479,chr1,16011256,16011511
480,chr1,16053606,16053984
481,chr1,16058287,16058514
482,chr1,16070618,16070862
483,chr1,16073308,16073530
484,chr1,16085137,16085871
485,chr1,16161250,16162889
486,chr1,16163742,16164132
487,chr1,16173879,16175405
488,chr1,16175819,16176126
489,chr1,16260860,16261164
490,chr1,16269890,16270268
491,chr1,16270581,16271591
492,chr1,16301892,16302681
493,chr1,16399638,16400081
494,chr1,16464366,16464630
495,chr1,16475101,16475333
496,chr1,16481474,16482791
497,chr1,16494051,16494514
498,chr1,16532907,16534589
499,chr1,16543673,16544316
500,chr1,16553316,16553669
501,chr1,16563534,16563808
502,chr1,16678564,16679201
503,chr1,16693611,16694279
504,chr1,16766988,16767812
505,chr1,16810595,16810966
506,chr1,16825128,16826386
507,chr1,16840774,16841037
508,chr1,16847270,16847901
509,chr1,16860863,16862305
510,chr1,16874391,16874822
511,chr1,16939446,16940463
512,chr1,16970845,16971501
513,chr1,16973475,16975054
514,chr1,16984767,16985062
515,chr1,16993441,16993699
516,chr1,17006732,17007160
517,chr1,17018673,17020968
518,chr1,17022976,17023293
519,chr1,17025913,17027951
520,chr1,17033758,17034737
521,chr1,17051481,17051900
522,chr1,17066753,17067011
523,chr1,17075394,17075689
524,chr1,17085401,17086983
525,chr1,17186101,17186532
526,chr1,17197551,17197858
527,chr1,17198616,17200058
528,chr1,17215411,17216103
529,chr1,17222217,17222475
530,chr1,17231288,17231689
531,chr1,17240028,17240979
532,chr1,17281808,17282065
533,chr1,17287280,17287693
534,chr1,17292894,17293124
535,chr1,17306541,17307372
536,chr1,17331875,17332102
537,chr1,17337819,17338599
538,chr1,17380446,17380731
539,chr1,17445641,17446097
540,chr1,17475692,17476084
541,chr1,17734425,17734654
542,chr1,17746190,17746556
543,chr1,17764062,17765820
544,chr1,17865853,17866639
545,chr1,17949442,17949679
546,chr1,18023471,18023801
547,chr1,18152368,18152851
548,chr1,18434095,18434822
549,chr1,18435556,18435913
550,chr1,18436541,18437682
551,chr1,18691864,18692090
552,chr1,18703285,18703505
553,chr1,18808863,18809676
554,chr1,18956885,18959838
555,chr1,18962832,18963490
556,chr1,18964170,18964410
557,chr1,18967241,18968128
558,chr1,18969538,18970748
559,chr1,18971719,18972106
560,chr1,18973018,18973313
561,chr1,19043380,19043837
562,chr1,19110710,19110941
563,chr1,19180935,19181478
564,chr1,19203864,19204243
565,chr1,19209616,19209923
566,chr1,19228818,19229643
567,chr1,19281938,19283892
568,chr1,19536141,19537055
569,chr1,19577874,19578717
570,chr1,19600239,19600951
571,chr1,19614988,19615669
572,chr1,19638197,19639318
573,chr1,19665000,19665285
574,chr1,19811693,19812653
575,chr1,19923331,19924011
576,chr1,19970245,19971932
577,chr1,19991136,19992797
578,chr1,20005500,20005874
579,chr1,20126019,20126789
580,chr1,20208797,20209471
581,chr1,20512350,20512806
582,chr1,20569445,20569826
583,chr1,20669556,20670027
584,chr1,20692572,20693543
585,chr1,20810452,20813520
586,chr1,20834406,20834892
587,chr1,20878884,20880601
588,chr1,20960035,20960560
589,chr1,20987506,20988247
590,chr1,21022929,21023198
591,chr1,21030998,21031378
592,chr1,21043822,21044780
593,chr1,21057996,21059375
594,chr1,21112698,21114130
595,chr1,21503105,21503845
596,chr1,21551564,21551940
597,chr1,21616370,21617110
598,chr1,21671350,21672328
599,chr1,21754787,21756004
600,chr1,21763060,21763425
601,chr1,21766262,21767233
602,chr1,21786435,21786722
603,chr1,21835538,21836353
604,chr1,21930169,21930389
605,chr1,21948664,21949272
606,chr1,21978091,21978773
607,chr1,21985693,21986111
608,chr1,21995053,21995923
609,chr1,21996151,21996418
610,chr1,22109119,22110270
611,chr1,22140881,22141416
612,chr1,22149673,22149906
613,chr1,22155290,22155574
614,chr1,22191339,22191601
615,chr1,22210982,22211327
616,chr1,22213892,22214128
617,chr1,22351907,22352203
618,chr1,22378999,22380038
619,chr1,22446510,22446952
620,chr1,22456013,22456234
621,chr1,22468902,22470261
622,chr1,22612204,22612427
623,chr1,22668628,22668871
624,chr1,22778226,22778826
625,chr1,22889585,22890105
626,chr1,22902792,22903422
627,chr1,22919763,22920216
628,chr1,22927135,22927551
629,chr1,22974040,22974312
630,chr1,23003406,23003840
631,chr1,23036813,23038371
632,chr1,23110894,23111576
633,chr1,23279543,23280578
634,chr1,23345804,23346686
635,chr1,23504049,23504642
636,chr1,23543367,23544246
637,chr1,23670235,23671372
638,chr1,23694680,23696059
639,chr1,23750498,23751672
640,chr1,23763144,23763980
641,chr1,23809967,23810702
642,chr1,23857023,23858098
643,chr1,23881007,23881764
644,chr1,23884832,23885096
645,chr1,23885672,23886221
646,chr1,23894630,23895073
647,chr1,23945931,23946304
648,chr1,24018345,24018576
649,chr1,24069685,24070624
650,chr1,24104492,24105272
651,chr1,24117472,24117833
652,chr1,24126789,24127558
653,chr1,24194244,24194999
654,chr1,24229105,24229546
655,chr1,24285775,24286710
656,chr1,24306353,24307026
657,chr1,24513530,24514486
658,chr1,24648192,24648994
659,chr1,24739847,24740271
660,chr1,24742661,24743048
661,chr1,24828855,24829887
662,chr1,24861692,24861929
663,chr1,24969017,24970205
664,chr1,25071342,25072595
665,chr1,25174550,25175376
666,chr1,25228486,25229141
667,chr1,25234418,25234816
668,chr1,25255517,25259014
669,chr1,25558553,25559187
670,chr1,25566449,25566720
671,chr1,25572956,25574530
672,chr1,25593267,25593687
673,chr1,25593947,25594496
674,chr1,25663596,25664016
675,chr1,25664276,25665407
676,chr1,25756460,25758124
677,chr1,25869883,25871051
678,chr1,25942651,25943200
679,chr1,25944089,25944781
680,chr1,26097894,26098116
681,chr1,26146112,26147358
682,chr1,26185462,26186365
683,chr1,26201712,26202525
684,chr1,26231940,26233633
685,chr1,26249195,26249622
686,chr1,26324539,26324943
687,chr1,26361583,26362717
688,chr1,26372271,26373322
689,chr1,26437309,26438926
690,chr1,26487797,26488615
691,chr1,26490512,26491024
692,chr1,26496169,26496833
693,chr1,26551507,26552203
694,chr1,26560439,26561037
695,chr1,26606352,26606922
696,chr1,26632826,26633325
697,chr1,26662528,26663475
698,chr1,26672435,26672659
699,chr1,26686506,26687290
700,chr1,26737236,26738157
701,chr1,26758482,26758865
702,chr1,26798356,26799851
703,chr1,26826666,26827483
704,chr1,26856181,26856693
705,chr1,26946834,26948085
706,chr1,27021823,27024110
707,chr1,27114108,27114701
708,chr1,27143730,27143962
709,chr1,27153023,27153252
710,chr1,27189902,27190137
711,chr1,27191056,27191920
712,chr1,27216151,27217054
713,chr1,27226482,27227018
714,chr1,27248038,27248628
715,chr1,27286055,27287110
716,chr1,27320117,27321155
717,chr1,27332583,27332991
718,chr1,27338869,27339450
719,chr1,27481335,27481751
720,chr1,27527874,27528094
721,chr1,27560695,27561716
722,chr1,27648443,27649015
723,chr1,27675909,27678025
724,chr1,27683267,27683599
725,chr1,27687014,27687752
726,chr1,27692402,27693252
727,chr1,27709590,27709840
728,chr1,27718882,27719358
729,chr1,27816332,27816862
730,chr1,27854406,27854972
731,chr1,27874407,27874647
732,chr1,27894917,27895533
733,chr1,27901650,27902697
734,chr1,27929695,27930875
735,chr1,27941855,27942333
736,chr1,27960557,27961032
737,chr1,27961549,27961819
738,chr1,27986295,27986817
739,chr1,27994717,27995040
740,chr1,28052135,28053011
741,chr1,28099618,28100040
742,chr1,28157211,28157797
743,chr1,28199021,28199266
744,chr1,28240574,28241544
745,chr1,28285010,28285313
746,chr1,28286009,28286847
747,chr1,28415088,28415321
748,chr1,28559135,28559606
749,chr1,28562500,28562985
750,chr1,28573691,28574031
751,chr1,28585821,28587258
752,chr1,28655355,28655676
753,chr1,28696031,28696740
754,chr1,28844643,28845302
755,chr1,28857027,28857320
756,chr1,28879392,28879713
757,chr1,28908059,28908808
758,chr1,28919031,28919463
759,chr1,28969543,28969907
760,chr1,29063056,29064324
761,chr1,29101780,29102078
762,chr1,29138491,29139357
763,chr1,29189297,29189961
764,chr1,29213428,29214309
765,chr1,29240758,29241978
766,chr1,29447689,29451856
767,chr1,29460800,29461181
768,chr1,29507966,29508695
769,chr1,29557210,29557636
770,chr1,29562735,29565316
771,chr1,29585887,29586607
772,chr1,29587077,29587421
773,chr1,29804952,29805248
774,chr1,31157999,31158270
775,chr1,31190962,31191230
776,chr1,31191564,31191969
777,chr1,31194266,31194596
778,chr1,31246000,31246289
779,chr1,31280111,31280521
780,chr1,31380834,31381087
781,chr1,31381528,31381975
782,chr1,31538402,31538947
783,chr1,31628090,31628502
784,chr1,31654412,31654842
785,chr1,31712068,31712821
786,chr1,31769236,31769987
787,chr1,31885784,31887019
788,chr1,32052461,32052780
789,chr1,32054331,32054852
790,chr1,32083139,32084078
791,chr1,32110200,32110970
792,chr1,32169527,32169878
793,chr1,32180121,32180496
794,chr1,32208476,32208713
795,chr1,32221877,32222116
796,chr1,32226136,32226544
797,chr1,32228337,32230261
798,chr1,32237817,32238670
799,chr1,32253994,32254362
800,chr1,32403377,32404391
801,chr1,32410178,32410639
802,chr1,32479092,32480592
803,chr1,32538195,32539061
804,chr1,32574051,32574327
805,chr1,32645144,32645823
806,chr1,32666221,32666469
807,chr1,32670559,32671894
808,chr1,32687511,32688049
809,chr1,32705514,32707150
810,chr1,32713908,32714195
811,chr1,32740700,32741553
812,chr1,32757404,32758043
813,chr1,32800849,32802238
814,chr1,32817188,32817597
815,chr1,32826934,32828026
816,chr1,32859760,32860357
817,chr1,32892418,32892844
818,chr1,32930490,32931070
819,chr1,32966108,32966572
820,chr1,33005413,33005748
821,chr1,33116533,33117372
822,chr1,33168009,33168874
823,chr1,33207626,33207883
824,chr1,33219417,33220037
825,chr1,33235484,33235727
826,chr1,33282665,33283915
827,chr1,33351676,33352406
828,chr1,33358459,33359458
829,chr1,33366782,33367011
830,chr1,33429521,33430522
831,chr1,33438448,33438988
832,chr1,33502191,33502728
833,chr1,33516584,33516942
834,chr1,33546514,33547252
835,chr1,33592881,33593164
836,chr1,33612966,33613330
837,chr1,33625249,33625536
838,chr1,33646603,33647887
839,chr1,33721438,33721712
840,chr1,33741764,33742390
841,chr1,33745731,33745999
842,chr1,33772136,33773113
843,chr1,33814773,33815779
844,chr1,33815940,33816202
845,chr1,33895992,33896938
846,chr1,33938015,33938337
847,chr1,34090595,34090863
848,chr1,34098886,34099128
849,chr1,34628773,34630985
850,chr1,34642372,34643033
851,chr1,35227018,35227285
852,chr1,35246866,35247608
853,chr1,35250408,35250745
854,chr1,35258554,35258800
855,chr1,35325172,35325559
856,chr1,35331693,35332418
857,chr1,35334294,35334515
858,chr1,35350868,35351863
859,chr1,35394737,35396215
860,chr1,35442227,35442945
861,chr1,35450639,35451046
862,chr1,35497111,35497596
863,chr1,35544917,35545312
864,chr1,35586321,35586600
865,chr1,35657457,35658820
866,chr1,35734213,35734864
867,chr1,36022670,36023843
868,chr1,36038917,36040060
869,chr1,36042422,36043453
870,chr1,36106959,36107270
871,chr1,36173396,36173988
872,chr1,36184238,36184783
873,chr1,36234914,36235809
874,chr1,36273489,36274470
875,chr1,36348491,36349740
876,chr1,36396239,36397271
877,chr1,36549544,36549974
878,chr1,36554315,36554964
879,chr1,36590751,36591130
880,chr1,36614845,36615471
881,chr1,36621441,36622319
882,chr1,36641746,36642470
883,chr1,36643945,36644336
884,chr1,36689749,36690096
885,chr1,36771820,36773018
886,chr1,36786490,36789411
887,chr1,36807352,36807593
888,chr1,36851079,36851882
889,chr1,36863201,36863612
890,chr1,36915786,36916333
891,chr1,36929404,36930140
892,chr1,37498367,37500633
893,chr1,37783601,37784267
894,chr1,37939713,37940659
895,chr1,37980061,37980574
896,chr1,38019596,38019832
897,chr1,38022442,38022728
898,chr1,38061418,38061749
899,chr1,38099667,38100873
900,chr1,38156032,38156288
901,chr1,38157285,38158595
902,chr1,38200909,38201209
903,chr1,38218180,38218986
904,chr1,38219692,38220021
905,chr1,38227069,38227750
906,chr1,38229828,38230897
907,chr1,38259085,38260436
908,chr1,38273364,38274411
909,chr1,38325140,38326008
910,chr1,38397226,38397730
911,chr1,38455222,38455778
912,chr1,38461574,38461997
913,chr1,38470607,38471405
914,chr1,38478072,38478736
915,chr1,38510092,38513651
916,chr1,38941909,38942413
917,chr1,39044049,39044570
918,chr1,39174369,39174949
919,chr1,39269719,39270260
920,chr1,39283599,39284585
921,chr1,39324805,39325730
922,chr1,39338469,39339358
923,chr1,39456645,39457280
924,chr1,39547003,39547968
925,chr1,39570655,39571868
926,chr1,39874008,39875248
927,chr1,39956414,39958146
928,chr1,39980355,39981777
929,chr1,40041307,40042676
930,chr1,40105000,40105716
931,chr1,40136978,40138096
932,chr1,40149421,40150022
933,chr1,40156920,40158523
934,chr1,40204302,40204748
935,chr1,40235757,40237199
936,chr1,40253673,40255181
937,chr1,40348931,40349297
938,chr1,40366585,40368222
939,chr1,40420477,40421375
940,chr1,40505401,40506712
941,chr1,40562656,40563137
942,chr1,40598498,40599218
943,chr1,40626903,40627621
944,chr1,40723376,40723707
945,chr1,40723786,40724019
946,chr1,40769176,40769880
947,chr1,40780994,40781454
948,chr1,40781669,40781965
949,chr1,40782210,40783154
950,chr1,40839205,40840031
951,chr1,40915595,40916081
952,chr1,40942774,40943396
953,chr1,40974046,40974795
954,chr1,40997150,40997448
955,chr1,41119842,41120145
956,chr1,41131101,41131387
957,chr1,41157152,41157984
958,chr1,41249080,41250170
959,chr1,41267909,41268407
960,chr1,41283830,41284600
961,chr1,41284837,41285158
962,chr1,41303345,41304445
963,chr1,41326939,41328294
964,chr1,41349730,41350302
965,chr1,41444860,41446125
966,chr1,41483408,41483702
967,chr1,41706947,41708336
968,chr1,41826670,41828299
969,chr1,41831966,41832551
970,chr1,41847254,41849213
971,chr1,41889260,41889635
972,chr1,41961840,41962325
973,chr1,41981778,41982052
974,chr1,42127370,42128641
975,chr1,42383630,42384012
976,chr1,42500845,42501989
977,chr1,42611475,42611700
978,chr1,42800255,42801379
979,chr1,42845968,42846997
980,chr1,42921706,42922584
981,chr1,42928787,42929509
982,chr1,43123967,43124431
983,chr1,43147490,43149025
984,chr1,43204105,43204332
985,chr1,43232204,43233368
986,chr1,43250752,43251091
987,chr1,43282564,43283099
988,chr1,43312248,43312522
989,chr1,43352775,43353003
990,chr1,43353231,43353451
991,chr1,43353937,43354179
992,chr1,43389825,43390560
993,chr1,43423457,43424777
994,chr1,43472857,43473343
995,chr1,43533880,43534343
996,chr1,43613478,43613851
997,chr1,43637493,43638061
998,chr1,43738474,43738838
999,chr1,43770512,43770889
1000,chr1,43814295,43815286
1001,chr1,43824124,43825068
1002,chr1,43832804,43833082
1003,chr1,43833818,43834146
